Strategy,Period,Years,Pre_Tax_CAGR,After_Tax_CAGR,Tax_Drag,Pre_Tax_Final,After_Tax_Final,Total_Taxes,Effective_Tax_Rate
GTAA AGG 6 Hold Until Replaced (1998-2026),1999-01-31 to 2026-05-31,27.3292,0.1122,0.0836,0.0285,182696.5104,89801.1873,30369.9115,0.1759
