Strategy,Period,Years,Pre_Tax_CAGR,After_Tax_CAGR,Tax_Drag,Pre_Tax_Final,After_Tax_Final,Total_Taxes,Effective_Tax_Rate
GTAA AGG 3 Equal-Weight (1998-2026),1999-01-31 to 2026-05-31,27.3292,0.0982,0.0669,0.0313,129439.4290,58758.7912,24953.0673,0.2089
