Strategy,Period,Years,Pre_Tax_CAGR,After_Tax_CAGR,Tax_Drag,Pre_Tax_Final,After_Tax_Final,Total_Taxes,Effective_Tax_Rate
GTAA 6 - ROC6/12 with MA200 Only,1999-01-31 to 2026-05-31,27.3292,0.0895,0.0671,0.0224,104093.9240,58945.8952,16526.1486,0.1756
