Strategy,Period,Years,Pre_Tax_CAGR,After_Tax_CAGR,Tax_Drag,Pre_Tax_Final,After_Tax_Final,Total_Taxes,Effective_Tax_Rate
GTAA AGG 3 Hold Until Replaced (1998-2026),1999-01-31 to 2026-05-31,27.3292,0.1125,0.0772,0.0353,184199.8509,76328.2167,33226.3097,0.1907
