Strategy,Period,Years,Pre_Tax_CAGR,After_Tax_CAGR,Tax_Drag,Pre_Tax_Final,After_Tax_Final,Total_Taxes,Effective_Tax_Rate
GTAA 6 - ROC6/12 with Treasury Filter,1999-01-31 to 2026-05-31,27.3292,0.0852,0.0611,0.0241,93494.6365,50608.6518,15532.5526,0.1860
