Strategy,Period,Years,Pre_Tax_CAGR,After_Tax_CAGR,Tax_Drag,Pre_Tax_Final,After_Tax_Final,Total_Taxes,Effective_Tax_Rate
Dual Momentum MA200 (US vs International),1997-01-31 to 2026-05-31,29.3279,0.1083,0.0651,0.0432,204256.8649,63580.7729,36927.2895,0.1901
