Strategy,Period,Years,Pre_Tax_CAGR,After_Tax_CAGR,Tax_Drag,Pre_Tax_Final,After_Tax_Final,Total_Taxes,Effective_Tax_Rate
GTAA AGG 6 Equal-Weight (1998-2026) - FIXED,1999-01-31 to 2026-05-31,27.3292,0.0925,0.0686,0.0238,112113.2998,61356.6366,18733.5739,0.1835
