Strategy,Period,Years,Pre_Tax_CAGR,After_Tax_CAGR,Tax_Drag,Pre_Tax_Final,After_Tax_Final,Total_Taxes,Effective_Tax_Rate
GTAA AGG 6 Hold Until Replaced (1998-2026),1999-01-31 to 2026-05-31,27.3292,0.1096,0.0833,0.0263,171532.0919,89097.0610,25933.1954,0.1605
